date,category,sub-category,description,amount
2020-07-27,Discretionary Spending,Work Lunch & Takeout,MOKJA ,30.44
2020-07-27,Discretionary Spending,Subscriptions,PayPal,1.4
2020-07-27,Discretionary Spending,Shopping,Amazon,3.94
2020-07-27,Discretionary Spending,Restaurants,PINGS C INC,62.69
2020-07-26,Discretionary Spending,Subscriptions,MEDIUM MONTHLY,5.0
2020-07-24,Discretionary Spending,Work Lunch & Takeout,Café,6.8
2020-07-24,Discretionary Spending,Work Lunch & Takeout,Café,1.49
2020-07-23,Discretionary Spending,Liquor Store,Wine & Spirits,34.83
2020-07-23,Living Expense,Groceries,Grocery Store,151.08
2020-07-23,Discretionary Spending,Clothing,Banana Republic,73.96
2020-07-22,Discretionary Spending,Work Lunch & Takeout,"Spice Grill, ",33.7
2020-07-22,Discretionary Spending,Clothing,Banana Republic,39.75
2020-07-22,Discretionary Spending,Clothing,Banana Republic,26.49
2020-07-21,Discretionary Spending,Subscriptions,CRUNCHYROLL,8.49
2020-07-21,Living Expense,Transportation,E-ZPass,25.0
2020-07-20,Monthly Bills,Internet,SPECTRUM WOODSIDE ,49.99
2020-07-20,Discretionary Spending,Work Lunch & Takeout,"WOK  ON THIRD,  ",10.35
2020-07-19,Living Expense,Groceries,Grocery Store,36.52
2020-07-19,Discretionary Spending,Liquor Store,Wine & Spirits,30.46
2020-07-19,Discretionary Spending,Subscriptions,Amazon web services,12.0
2020-07-18,Discretionary Spending,Restaurants,Café,75.01
2020-07-18,Discretionary Spending,Work Lunch & Takeout,"Spice Grill, ",8.92
2020-07-17,Monthly Bills,Utilities,ConEd,149.77
2020-07-16,Living Expense,Groceries,Grocery Store,14.28
2020-07-16,Discretionary Spending,Shopping,Amazon,40.27
2020-07-15,Occasional Expense,Electronics,DRI*LOGITECH STORE ORDERFIND.COM MN,76.2
2020-07-14,Discretionary Spending,Clothing,Banana Republic,61.98
2020-07-13,Discretionary Spending,Work Lunch & Takeout,Bistro,7.59
2020-07-13,Discretionary Spending,Work Lunch & Takeout,"WOK  ON THIRD,  ",38.75
2020-07-13,Savings,Investment - Source 1,XYZ Financial Firm,500.0
2020-07-12,Living Expense,Groceries,Grocery Store,79.69
2020-07-12,Discretionary Spending,Work Lunch & Takeout,CORNER BAKERY,4.25
2020-07-11,Occasional Expense,Electronics,DRI*LOGITECH STORE ORDERFIND.COM MN,76.21
2020-07-11,Discretionary Spending,Restaurants,Nomad,75.15
2020-07-10,Discretionary Spending,Work Lunch & Takeout,McDonald's,9.68
2020-07-10,Living Expense,Laundromat,Landromat,27.5
2020-07-09,Living Expense,Transportation,METROCARD,4.25
2020-07-09,Living Expense,Groceries,Grocery Store,25.25
2020-07-09,Discretionary Spending,Work Lunch & Takeout,KRUA SIAM INC   ,25.38
2020-07-09,Discretionary Spending,Clothing,Banana Republic,126.75
2020-07-08,Discretionary Spending,Work Lunch & Takeout,Gourmet Deli,2.08
2020-07-08,Discretionary Spending,Work Lunch & Takeout,"Spice Grill, ",8.92
2020-07-08,Discretionary Spending,Clothing,Nordstrom,56.4
2020-07-07,Living Expense,Medical & Health,CVS,10.66
2020-07-01,Monthly Bills,Rent,Check Piad,2000.0
2020-07-06,Discretionary Spending,Work Lunch & Takeout,Pret A Manger,6.9
2020-07-06,Discretionary Spending,Clothing,Banana Republic,31.99
2020-07-05,Discretionary Spending,Work Lunch & Takeout,Domino's Pizza,22.01
2020-07-05,Occasional Expense,Electronics,Best Buy,96.89
2020-07-04,Discretionary Spending,Liquor Store,Cork by Harrison Path,57.55
2020-07-03,Occasional Expense,Electronics,Google Storage,194.89
2020-07-03,Discretionary Spending,Restaurants,Madam Zhu's Kitchen,55.91
2020-07-03,Discretionary Spending,Subscriptions,Amazon web services,0.54
2020-07-03,Discretionary Spending,Goods,UNCLE FUNKYS BOARDS ,19.6
2020-07-02,Discretionary Spending,Subscriptions,PayPal,4.99
2020-06-30,Discretionary Spending,Work Lunch & Takeout,"Spice Grill, ",34.7
2020-06-30,Savings,Investment - Source 2,XYZ Financial Firm,500.0
2020-06-30,Living Expense,Home Supplies,Target,3.27
2020-06-30,Living Expense,Home Supplies,Target,59.21
2020-06-29,Discretionary Spending,Work Lunch & Takeout,Gourmet Deli,5.95
2020-06-29,Living Expense,Laundromat,Landromat,19.6
2020-06-29,Monthly Bills,Mobile Phone,Verizon Wireless,84.01
2020-06-29,Living Expense,Shipping,USPS,2.75
2020-06-28,Discretionary Spending,Subscriptions,Spotify,15.94
2020-06-28,Discretionary Spending,Work Lunch & Takeout,Noches De Margaritas,36.75
2020-06-27,Living Expense,Groceries,Grocery Store,114.64
2020-06-27,Living Expense,Groceries,Grocery Store,10.21
2020-06-26,Discretionary Spending,Work Lunch & Takeout,"WOK  ON THIRD,  ",21.7
2020-06-26,Discretionary Spending,Subscriptions,MEDIUM MONTHLY,5.0
2020-06-24,Discretionary Spending,Work Lunch & Takeout,Domino's Pizza,24.46
2020-06-24,Living Expense,Groceries,Grocery Store,7.81
2020-06-24,Discretionary Spending,Liquor Store,Wine & Spirits,39.18
2020-06-23,Living Expense,Medical & Health,CVS,9.29
2020-06-23,Discretionary Spending,Shopping,Amazon,163.3
2020-06-22,Discretionary Spending,Work Lunch & Takeout,CHICKEN INSIDER ,23.75
2020-06-22,Living Expense,Transportation,Lyft,18.8
2020-06-22,Living Expense,Transportation,Lyft,3.38
2020-06-21,Discretionary Spending,Subscriptions,CRUNCHYROLL,8.49
2020-06-20,Monthly Bills,Internet,SPECTRUM WOODSIDE ,49.99
2020-06-19,Discretionary Spending,Work Lunch & Takeout,"WOK  ON THIRD,  ",11.35
2020-06-19,Discretionary Spending,Liquor Store,Wine & Spirits,17.41
2020-06-19,Living Expense,Transportation,Lyft,19.15
2020-06-19,Living Expense,Transportation,Lyft,3.45
2020-06-18,Discretionary Spending,Work Lunch & Takeout,Bistro,15.41
2020-06-18,Living Expense,Transportation,Lyft,19.2
2020-06-18,Living Expense,Medical & Health,CVS,9.15
2020-06-18,Living Expense,Transportation,Lyft,3.46
2020-06-18,Discretionary Spending,Shopping,Amazon,20.6
2020-06-17,Living Expense,Transportation,METROCARD,5.5
2020-06-17,Living Expense,Transportation,Lyft,3.1
2020-06-17,Living Expense,Transportation,Lyft,17.21
2020-06-16,Discretionary Spending,Shopping,Amazon,347.31
2020-06-16,Living Expense,Transportation,Lyft,18.98
2020-06-16,Living Expense,Transportation,Lyft,3.42
2020-06-16,Monthly Bills,Utilities,ConEd,110.6
2020-06-15,Discretionary Spending,Work Lunch & Takeout,"Spice Grill, ",9.92
2020-06-15,Discretionary Spending,Clothing,Nordstrom,56.4
2020-06-15,Living Expense,Transportation,Lyft,3.39
2020-06-15,Living Expense,Transportation,Lyft,18.84
2020-06-14,Discretionary Spending,Work Lunch & Takeout,Levain Bakery,8.0
2020-06-13,Discretionary Spending,Work Lunch & Takeout,Taco Bell,25.12
2020-06-13,Discretionary Spending,Work Lunch & Takeout,CORNER BAKERY,22.21
2020-06-13,Living Expense,Groceries,Grocery Store,70.23
2020-06-12,Discretionary Spending,Work Lunch & Takeout,Gourmet Deli,6.61
2020-06-12,Discretionary Spending,Entertainment,Ticketmaster,68.0
2020-06-12,Living Expense,Transportation,Lyft,19.7
2020-06-12,Living Expense,Transportation,Lyft,3.55
2020-06-11,Discretionary Spending,Work Lunch & Takeout,Pizzeria,27.0
2020-06-11,Discretionary Spending,Work Lunch & Takeout,McDonald's,9.99
2020-06-11,Discretionary Spending,Liquor Store,Wine & Spirits,29.37
2020-06-11,Living Expense,Transportation,Lyft,3.62
2020-06-11,Living Expense,Transportation,Lyft,20.12
2020-06-11,Living Expense,Transportation,Lyft,3.0
2020-06-11,Living Expense,Transportation,Lyft,16.68
2020-06-11,Discretionary Spending,Subscriptions,PayPal,1.06
2020-06-11,Discretionary Spending,Shopping,Amazon,28.3
2020-06-09,Discretionary Spending,Work Lunch & Takeout,"WOK  ON THIRD,  ",22.7
2020-06-09,Living Expense,Tools,"B. Wankel & Son, Inc.",15.77
2020-06-09,Living Expense,Laundromat,Landromat,25.15
2020-06-08,Discretionary Spending,Shopping,Amazon,28.3
2020-06-07,Living Expense,Tools,"B. Wankel & Son, Inc.",19.58
2020-06-07,Discretionary Spending,Liquor Store,Wine & Spirits,17.41
2020-06-06,Discretionary Spending,Restaurants,CARVE UNIQUE SANDWICHES ,248.89
2020-06-06,Living Expense,Transportation,Lyft,17.18
2020-06-06,Living Expense,Transportation,Lyft,3.0
2020-06-06,Living Expense,Transportation,Lyft,16.83
2020-06-06,Living Expense,Transportation,Lyft,3.09
2020-06-06,Discretionary Spending,Shopping,Amazon,28.3
2020-06-04,Discretionary Spending,Work Lunch & Takeout,KRUA SIAM INC   ,26.85
2020-06-04,Living Expense,Transportation,Lyft,3.0
2020-06-04,Living Expense,Transportation,Lyft,16.77
2020-06-04,Living Expense,Transportation,Lyft,3.45
2020-06-04,Living Expense,Transportation,Lyft,19.18
2020-06-04,Living Expense,Transportation,Lyft,3.0
2020-06-04,Living Expense,Transportation,Lyft,16.46
2020-06-03,Discretionary Spending,Subscriptions,Amazon web services,0.5
2020-06-03,Living Expense,Transportation,Lyft,20.59
2020-06-03,Living Expense,Transportation,Lyft,3.71
2020-06-02,Living Expense,Transportation,Lyft,19.06
2020-06-02,Living Expense,Transportation,Lyft,3.43
2020-06-02,Occasional Expense,Appliances,Best Buy,348.39
2020-06-01,Living Expense,Transportation,Lyft,3.46
2020-06-01,Living Expense,Transportation,Lyft,19.2
2020-06-01,Living Expense,Transportation,METROCARD,10.0
2020-06-01,Monthly Bills,Rent,Check Piad,2000.0
2020-06-01,Discretionary Spending,Shopping,Amazon,31.56
2020-05-31,Living Expense,Groceries,Grocery Store,25.39
2020-05-29,Living Expense,Groceries,Grocery Store,3.25
2020-05-28,Discretionary Spending,Work Lunch & Takeout,GrubHub Seamless,14.81
2020-05-28,Discretionary Spending,Work Lunch & Takeout,Domino's Pizza,14.13
2020-05-28,Discretionary Spending,Subscriptions,Spotify,15.94
2020-05-28,Monthly Bills,Mobile Phone,Verizon Wireless,84.01
2020-05-27,Discretionary Spending,Shopping,Amazon,49.22
2020-05-26,Living Expense,Groceries,Grocery Store,97.7
2020-05-26,Discretionary Spending,Subscriptions,MEDIUM MONTHLY,5.0
2020-05-25,Occasional Expense,Electronics,Google Store,194.89
2020-05-25,Discretionary Spending,Subscriptions,GoDaddy.com,12.17
2020-05-25,Discretionary Spending,Work Lunch & Takeout,CHICKEN INSIDER ,23.66
2020-05-25,Occasional Expense,Furniture,Wayfair,167.66
2020-05-24,Discretionary Spending,Work Lunch & Takeout,TAB DELI  ,15.24
2020-05-24,Living Expense,Groceries,Grocery Store,67.54
2020-05-22,Discretionary Spending,Work Lunch & Takeout,EAST GARDEN CHINESE RE ,22.79
2020-05-22,Discretionary Spending,Work Lunch & Takeout,"Spice Grill, ",9.92
2020-05-22,Discretionary Spending,Subscriptions,CRUNCHYROLL,8.49
2020-05-22,Living Expense,Transportation,Lyft,19.7
2020-05-22,Living Expense,Transportation,Lyft,3.55
2020-05-22,Living Expense,Transportation,Lyft,16.83
2020-05-22,Living Expense,Transportation,Lyft,3.0
2020-05-21,Discretionary Spending,Work Lunch & Takeout,Pizzeria,28.22
2020-05-21,Living Expense,Medical & Health,CVS,25.99
2020-05-21,Discretionary Spending,Work Lunch & Takeout,Five Guys,7.83
2020-05-21,Living Expense,Transportation,Lyft,4.0
2020-05-21,Living Expense,Transportation,Lyft,22.22
2020-05-21,Living Expense,Transportation,Lyft,3.34
2020-05-21,Living Expense,Transportation,Lyft,18.54
2020-05-20,Monthly Bills,Internet,SPECTRUM WOODSIDE ,49.99
2020-05-20,Living Expense,Transportation,Lyft,3.4
2020-05-20,Living Expense,Transportation,Lyft,18.89
2020-05-20,Living Expense,Transportation,Lyft,3.97
2020-05-20,Living Expense,Transportation,Lyft,22.03
2020-05-19,Living Expense,Laundromat,Landromat,19.1
2020-05-19,Living Expense,Transportation,Lyft,3.45
2020-05-19,Living Expense,Transportation,Lyft,22.35
2020-05-19,Living Expense,Transportation,Lyft,4.02
2020-05-19,Living Expense,Transportation,Lyft,19.17
2020-05-18,Living Expense,Transportation,Lyft,3.82
2020-05-18,Living Expense,Transportation,Lyft,18.8
2020-05-18,Living Expense,Transportation,Lyft,21.22
2020-05-18,Living Expense,Transportation,Lyft,3.38
2020-05-15,Discretionary Spending,Work Lunch & Takeout,Domino's Pizza,30.99
2020-05-14,Discretionary Spending,Subscriptions,JAGEX,25.99
2020-05-12,Discretionary Spending,Work Lunch & Takeout,Li's Noodle Fun Inc,35.33
2020-05-12,Living Expense,Groceries,Grocery Store,93.6
2020-05-11,Discretionary Spending,Work Lunch & Takeout,KRUA SIAM INC   ,12.68
2020-05-10,Discretionary Spending,Work Lunch & Takeout,KRUA SIAM INC   ,12.68
2020-05-09,Discretionary Spending,Liquor Store,Wine & Spirits,59.42
2020-05-09,Discretionary Spending,Restaurants,Boa Vista Bbq,334.88
2020-05-09,Living Expense,Transportation,Lyft,10.8
2020-05-09,Discretionary Spending,Shopping,Amazon,16.66
2020-05-08,Living Expense,Transportation,Lyft,5.38
2020-05-08,Living Expense,Transportation,Lyft,20.06
2020-05-08,Living Expense,Transportation,Lyft,3.28
2020-05-08,Living Expense,Transportation,Lyft,18.2
2020-05-08,Monthly Bills,Utilities,ConEd,91.07
2020-05-07,Living Expense,Transportation,Lyft,18.93
2020-05-07,Living Expense,Transportation,Lyft,3.41
2020-05-07,Living Expense,Transportation,Lyft,22.22
2020-05-07,Living Expense,Transportation,Lyft,4.0
2020-05-06,Living Expense,Transportation,Lyft,22.34
2020-05-06,Living Expense,Transportation,Lyft,4.02
2020-05-06,Living Expense,Transportation,Lyft,19.08
2020-05-06,Living Expense,Transportation,Lyft,3.43
2020-05-05,Living Expense,Transportation,Refund,19.41
2020-05-05,Living Expense,Transportation,Refund,3.49
2020-05-05,Living Expense,Transportation,Lyft,22.5
2020-05-05,Living Expense,Transportation,Lyft,4.05
2020-05-05,Savings,Investment - Source 1,XYZ Financial Firm,500.0
2020-05-05,Savings,Investment - Source 2,XYZ Financial Firm,500.0
2020-05-04,Living Expense,Transportation,Lyft,3.38
2020-05-04,Living Expense,Transportation,Lyft,21.25
2020-05-04,Living Expense,Transportation,Lyft,3.82
2020-05-04,Living Expense,Transportation,Lyft,18.8
2020-05-04,Discretionary Spending,Restaurants,Pizzeria,290.42
2020-05-04,Discretionary Spending,Work Lunch & Takeout,Chick-Fil-A,19.46
2020-05-03,Living Expense,Groceries,Grocery Store,123.07
2020-05-03,Discretionary Spending,Work Lunch & Takeout,Domino's Pizza,21.2
2020-05-03,Discretionary Spending,Work Lunch & Takeout,McDonald's,21.32
2020-05-02,Discretionary Spending,Liquor Store,MISTER WRIGHT ,52.21
2020-05-01,Monthly Bills,Rent,Check Piad,2000.0
2020-04-30,Discretionary Spending,Entertainment,FORTNITE CARY NC,10.09
2020-04-30,Discretionary Spending,Work Lunch & Takeout,YETI SPICE GRILL,30.87
2020-04-29,Monthly Bills,Mobile Phone,Verizon Wireless,84.01
2020-04-28,Discretionary Spending,Subscriptions,Spotify,15.94
2020-04-26,Discretionary Spending,Work Lunch & Takeout,CORNER BAKERY,17.31
2020-04-26,Discretionary Spending,Subscriptions,MEDIUM MONTHLY,5.0
2020-04-25,Living Expense,Transportation,Lyft,18.24
2020-04-24,Living Expense,Groceries,Grocery Store,64.92
2020-04-24,Living Expense,Laundromat,Landromat,26.45
2020-04-24,Living Expense,Transportation,Lyft,3.8
2020-04-24,Living Expense,Transportation,Lyft,21.09
2020-04-24,Discretionary Spending,Work Lunch & Takeout,YETI SPICE GRILL,8.92
2020-04-24,Discretionary Spending,Work Lunch & Takeout,Domino's Pizza,22.83
2020-04-23,Living Expense,Transportation,Lyft,18.83
2020-04-23,Living Expense,Transportation,Lyft,3.29
2020-04-23,Living Expense,Transportation,Lyft,18.26
2020-04-23,Living Expense,Transportation,Lyft,3.9
2020-04-23,Living Expense,Transportation,Lyft,21.64
2020-04-23,Living Expense,Transportation,Lyft,3.39
2020-04-23,Discretionary Spending,Work Lunch & Takeout,Taco Bell,25.86
2020-04-23,Discretionary Spending,Clothing,Nordstrom,129.34
2020-04-22,Discretionary Spending,Subscriptions,CRUNCHYROLL,8.49
2020-04-22,Living Expense,Transportation,Lyft,21.84
2020-04-22,Living Expense,Transportation,Lyft,3.93
2020-04-22,Savings,Investment - Source 1,XYZ Financial Firm,500.0
2020-04-21,Living Expense,Transportation,Lyft,21.54
2020-04-21,Living Expense,Transportation,Lyft,3.78
2020-04-21,Living Expense,Transportation,Lyft,3.88
2020-04-21,Living Expense,Transportation,Lyft,20.98
2020-04-21,Savings,Investment - Source 2,XYZ Financial Firm,500.0
2020-04-20,Living Expense,Transportation,Lyft,3.19
2020-04-20,Living Expense,Transportation,Lyft,3.66
2020-04-20,Living Expense,Transportation,Lyft,17.72
2020-04-20,Living Expense,Transportation,Lyft,20.32
2020-04-20,Monthly Bills,Internet,SPECTRUM WOODSIDE ,49.99
2020-04-20,Discretionary Spending,Shopping,Amazon,19.59
2020-04-19,Discretionary Spending,Work Lunch & Takeout,KRUA SIAM INC,28.2
2020-04-17,Discretionary Spending,Shopping,Amazon,43.54
2020-04-16,Monthly Bills,Utilities,ConEd,83.3
2020-04-13,Discretionary Spending,Work Lunch & Takeout,YETI SPICE GRILL,20.09
2020-04-12,Living Expense,Groceries,Grocery Store,75.69
2020-04-09,Living Expense,Transportation,Lyft,18.36
2020-04-09,Living Expense,Transportation,Lyft,3.7
2020-04-09,Living Expense,Transportation,Lyft,3.3
2020-04-09,Living Expense,Transportation,Lyft,20.57
2020-04-08,Living Expense,Transportation,Lyft,17.04
2020-04-08,Living Expense,Transportation,Lyft,3.78
2020-04-08,Living Expense,Transportation,Lyft,3.07
2020-04-08,Living Expense,Transportation,Lyft,20.98
2020-04-08,Discretionary Spending,Work Lunch & Takeout,YETI SPICE GRILL,8.92
2020-04-07,Living Expense,Transportation,Lyft,3.53
2020-04-07,Living Expense,Transportation,Lyft,3.26
2020-04-07,Living Expense,Transportation,Lyft,19.59
2020-04-07,Living Expense,Transportation,Lyft,18.09
2020-04-07,Savings,Investment - Source 2,XYZ Financial Firm,500.0
2020-04-06,Living Expense,Transportation,Lyft,3.59
2020-04-06,Living Expense,Transportation,Lyft,3.2
2020-04-06,Living Expense,Transportation,Lyft,17.76
2020-04-06,Living Expense,Transportation,Lyft,19.96
2020-04-06,Savings,Investment - Source 1,XYZ Financial Firm,500.0
2020-04-05,Discretionary Spending,Work Lunch & Takeout,CHICKEN INSIDER CORP,29.7
2020-04-04,Living Expense,Groceries,Grocery Store,90.62
2020-04-04,Living Expense,Home Supplies,Target,107.26
2020-04-01,Monthly Bills,Rent,Check Piad,2000.0
2020-03-31,Discretionary Spending,Entertainment,Steam Games,11.42
2020-03-31,Discretionary Spending,Entertainment,Steam Games,13.87
2020-03-30,Living Expense,Laundromat,Landromat,28.55
2020-03-30,Discretionary Spending,Work Lunch & Takeout,Pizzeria,55.0
2020-03-29,Living Expense,Groceries,Grocery Store,68.83
2020-03-29,Discretionary Spending,Work Lunch & Takeout,Chick-Fil-A,10.1
2020-03-28,Discretionary Spending,Subscriptions,Spotify,15.94
2020-03-27,Living Expense,Transportation,Lyft,3.58
2020-03-27,Living Expense,Transportation,Lyft,19.91
2020-03-27,Living Expense,Transportation,Lyft,3.54
2020-03-27,Living Expense,Transportation,Lyft,19.69
2020-03-27,Monthly Bills,Mobile Phone,Verizon Wireless,84.05
2020-03-27,Discretionary Spending,Work Lunch & Takeout,STAGE STAR DELI,8.66
2020-03-26,Living Expense,Transportation,Lyft,19.93
2020-03-26,Living Expense,Transportation,Lyft,3.0
2020-03-26,Living Expense,Transportation,Lyft,20.71
2020-03-26,Living Expense,Transportation,Lyft,3.0
2020-03-25,Living Expense,Transportation,Lyft,3.0
2020-03-25,Living Expense,Transportation,Lyft,3.0
2020-03-25,Living Expense,Transportation,Lyft,17.81
2020-03-25,Living Expense,Transportation,Lyft,17.65
2020-03-25,Living Expense,Groceries,Grocery Store,55.99
2020-03-24,Discretionary Spending,Work Lunch & Takeout,Domino's Pizza,36.97
2020-03-23,Discretionary Spending,Subscriptions,CRUNCHYROLL,8.49
2020-03-23,Discretionary Spending,Subscriptions,PayPal,10.9
2020-03-21,Discretionary Spending,Liquor Store,MISTER WRIGHT ,29.41
2020-03-20,Living Expense,Medical & Health,CVS,22.29
2020-03-20,Monthly Bills,Internet,SPECTRUM WOODSIDE ,49.99
2020-03-19,Discretionary Spending,Work Lunch & Takeout,Chirping Chicken,40.0
2020-03-19,Living Expense,Groceries,Grocery Store,65.83
2020-03-19,Savings,Investment - Source 1,Refund,500.0
2020-03-19,Savings,Investment - Source 1,Refund,500.0
2020-03-19,Savings,Investment - Source 2,Refund,500.0
2020-03-19,Savings,Investment - Source 2,XYZ Financial Firm,500.0
2020-03-18,Monthly Bills,Utilities,ConEd,75.34
2020-03-18,Discretionary Spending,Clothing,Banana Republic,58.75
2020-03-17,Discretionary Spending,Restaurants,SUKI ICHIRO,20.14
2020-03-16,Living Expense,Groceries,Grocery Store,64.07
2020-03-16,Living Expense,Transportation,Lyft,73.12
2020-03-16,Discretionary Spending,Personal Care,Hair Salon,202.43
2020-03-15,Discretionary Spending,Work Lunch & Takeout,#NAME?,8.86
2020-03-15,Discretionary Spending,Work Lunch & Takeout,"WOK  ON THIRD, ",20.95
2020-03-15,Discretionary Spending,Restaurants,REAL PIE COMPA,4.08
2020-03-15,Discretionary Spending,Work Lunch & Takeout,Café,1.25
2020-03-15,Discretionary Spending,Restaurants,Café,18.58
2020-03-15,Discretionary Spending,Restaurants,VIET HA RESTAURANT,11.87
2020-03-13,Living Expense,Medical & Health,CVS,8.38
2020-03-13,Living Expense,Transportation,Lyft,26.74
2020-03-13,Discretionary Spending,Work Lunch & Takeout,GrubHub,3.55
2020-03-13,Discretionary Spending,Work Lunch & Takeout,Café,9.7
2020-03-13,Discretionary Spending,Restaurants,JFKT IRVINGFARMS ,13.62
2020-03-12,Living Expense,Groceries,Grocery Store,31.82
2020-03-12,Discretionary Spending,Work Lunch & Takeout,Café,3.5
2020-03-12,Discretionary Spending,Restaurants,Jeal Sichuan Chili House,57.95
2020-03-12,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.76
2020-03-11,Discretionary Spending,Work Lunch & Takeout,GrubHub,2.35
2020-03-10,Discretionary Spending,Work Lunch & Takeout,MATTO @,4.36
2020-03-10,Discretionary Spending,Work Lunch & Takeout,Dunkin Donuts,2.71
2020-03-10,Discretionary Spending,Restaurants,CROMPTON ALE HOUSE,25.78
2020-03-09,Living Expense,Transportation,Uber.com,52.6
2020-03-09,Discretionary Spending,Restaurants,TST* THE NORTH BRUNSWICK,34.41
2020-03-09,Discretionary Spending,Work Lunch & Takeout,Dunkin Donuts,2.49
2020-03-08,Living Expense,Transportation,Lyft,8.87
2020-03-08,Discretionary Spending,Work Lunch & Takeout,Chick-Fil-A,7.07
2020-03-08,Discretionary Spending,Personal Care,Hair Salon,78.93
2020-03-08,Discretionary Spending,Restaurants,TST* OBAO - HELL S KITCHE,19.33
2020-03-08,Discretionary Spending,Restaurants,TST* OBAO - HELL S KITCHE,49.46
2020-03-07,Living Expense,Laundromat,Kingbell Laundry,21.2
2020-03-06,Discretionary Spending,Work Lunch & Takeout,GrubHub,2.35
2020-03-06,Discretionary Spending,Restaurants,KASHI ,29.88
2020-03-05,Discretionary Spending,Work Lunch & Takeout,Café,9.95
2020-03-05,Discretionary Spending,Work Lunch & Takeout,Café,1.29
2020-03-05,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.76
2020-03-04,Living Expense,Transportation,Lyft,15.38
2020-03-04,Living Expense,Medical & Health,Ear Nose & Throat,150.0
2020-03-04,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.15
2020-03-04,Discretionary Spending,Work Lunch & Takeout,"WOK  ON THIRD, ",11.35
2020-03-02,Discretionary Spending,Work Lunch & Takeout,MEALPAL MEALPAL.COM ,48.28
2020-03-01,Living Expense,Groceries,Grocery Store,60.02
2020-03-01,Discretionary Spending,Work Lunch & Takeout,GrubHub,3.01
2020-03-01,Discretionary Spending,Work Lunch & Takeout,Café,10.45
2020-03-01,Living Expense,Medical & Health,CVS,6.56
2020-03-01,Discretionary Spending,Restaurants,One Harvest,25.0
2020-03-01,Monthly Bills,Rent,Check Piad,2000.0
2020-02-29,Discretionary Spending,Entertainment,Ticketmaster,385.85
2020-02-29,Discretionary Spending,Entertainment,Ticketmaster,764.7
2020-02-29,Discretionary Spending,Entertainment,SIGNUP *NIGHTNATIONNSAN DIEGO CA,74.09
2020-02-28,Discretionary Spending,Subscriptions,Spotify,15.94
2020-02-28,Occasional Expense,Furniture,Rugsusa Holdings ,123.69
2020-02-28,Savings,Investment - Source 2,XYZ Financial Firm,500.0
2020-02-28,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.81
2020-02-27,Discretionary Spending,Work Lunch & Takeout,GrubHub,2.12
2020-02-27,Monthly Bills,Mobile Phone,Verizon Wireless,84.05
2020-02-26,Living Expense,Groceries,Grocery Store,14.16
2020-02-26,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.81
2020-02-25,Living Expense,Medical & Health,CVS,5.52
2020-02-25,Living Expense,Transportation,NEW YORK STATE DMV N,65.0
2020-02-25,Discretionary Spending,Restaurants,BLACK IRON BURGER,28.23
2020-02-24,Discretionary Spending,Work Lunch & Takeout,Roma's Pizza,25.04
2020-02-23,Living Expense,Laundromat,Kingbell Laundry,17.0
2020-02-23,Discretionary Spending,Work Lunch & Takeout,Chick-Fil-A,7.07
2020-02-23,Discretionary Spending,Work Lunch & Takeout,GrubHub,2.96
2020-02-23,Discretionary Spending,Restaurants,TST* BARN JOO - ,49.83
2020-02-23,Discretionary Spending,Work Lunch & Takeout,Bistro,2.72
2020-02-22,Discretionary Spending,Subscriptions,CRUNCHYROLL,8.49
2020-02-22,Living Expense,Groceries,Grocery Store,50.73
2020-02-21,Discretionary Spending,Work Lunch & Takeout,Bistro,2.72
2020-02-21,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.15
2020-02-21,Discretionary Spending,Personal Care,Hair Salon,52.25
2020-02-21,Discretionary Spending,Work Lunch & Takeout,Café,3.5
2020-02-20,Monthly Bills,Internet,SPECTRUM WOODSIDE ,49.99
2020-02-20,Living Expense,Transportation,T PABT NEW YORK ,7.0
2020-02-20,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.76
2020-02-20,Discretionary Spending,Restaurants,THE BELL HOUSE,13.0
2020-02-20,Discretionary Spending,Work Lunch & Takeout,Café,1.5
2020-02-19,Discretionary Spending,Entertainment,EB *NPRS ASK ME ANOTSAN FRANCISCO CA,39.0
2020-02-19,Discretionary Spending,Home Decor,Rugsusa,153.64
2020-02-19,Discretionary Spending,Work Lunch & Takeout,AOA NEWSSTAND L,4.3
2020-02-18,Monthly Bills,Utilities,ConEd,72.46
2020-02-18,Discretionary Spending,Work Lunch & Takeout,"WOK  ON THIRD, ",20.7
2020-02-18,Discretionary Spending,Restaurants,NOCHE DE MARGARITAS,99.91
2020-02-18,Discretionary Spending,Work Lunch & Takeout,Taco Bell,11.69
2020-02-17,Occasional Expense,Service Fee,RENEWAL MEMBERSHIP FEE,95.0
2020-02-17,Living Expense,Tools,"B. Wankel & Son, Inc.",5.43
2020-02-17,Living Expense,Medical & Health,Ear Nose & Throat,152.05
2020-02-16,Living Expense,Transportation,T  PENN STA NEW YORK ,61.0
2020-02-16,Discretionary Spending,Restaurants,DELECTICA,35.56
2020-02-16,Discretionary Spending,Work Lunch & Takeout,GrubHub,5.41
